iter	Logloss
533	0.4385202408
534	0.4384888493
535	0.438464202
536	0.4384284508
537	0.4384032625
538	0.4383741954
539	0.4383421708
540	0.4383251918
541	0.4382884697
542	0.4382639796
543	0.4382266504
544	0.4382020142
545	0.4381676292
546	0.438158406
547	0.4381174828
548	0.4380785236
549	0.4380442749
550	0.4380031169
551	0.4379891006
552	0.4379368269
553	0.4379087729
554	0.4378879132
555	0.4378754608
556	0.4378601997
557	0.4378310086
558	0.4377861674
559	0.4377506481
560	0.4377291009
561	0.4376924299
562	0.4376595662
563	0.4376327288
564	0.4376203528
565	0.4375866864
566	0.4375487274
567	0.4375144481
568	0.4374848991
569	0.4374605697
570	0.4374250909
571	0.4373956273
572	0.4373892035
573	0.4373528469
574	0.4373384042
575	0.4373127463
576	0.4372869026
577	0.4372448277
578	0.4372119203
579	0.4371902121
580	0.4371857884
581	0.4371527479
582	0.4371267382
583	0.4370869887
584	0.4370522596
585	0.4370258704
586	0.4369990702
587	0.4369912943
588	0.4369630527
589	0.4369262434
590	0.4368953196
591	0.4368647725
592	0.4368481719
593	0.4368138459
594	0.4367836855
595	0.4367556203
596	0.4367090434
597	0.4366817465
598	0.4366519644
599	0.436631792
600	0.4366183293
601	0.4365790742
602	0.4365459469
603	0.4365291353
604	0.4365249262
605	0.4365123362
606	0.4364846057
607	0.436459046
608	0.4364390232
609	0.4364353882
610	0.4363998071
611	0.4363927762
612	0.4363841588
613	0.4363747333
614	0.4363545682
615	0.4363288272
616	0.4363052442
617	0.4362708068
618	0.436250019
619	0.4362209062
620	0.4362109118
621	0.4361977738
622	0.4361874246
623	0.4361581856
624	0.4361195036
625	0.4360925761
626	0.4360638957
627	0.4360270724
628	0.4360218074
629	0.4360060237
630	0.4359901032
631	0.4359768575
632	0.4359422238
633	0.4359265305
634	0.4359074997
635	0.4358965343
636	0.4358829903
637	0.4358751267
638	0.4358354573
639	0.4357950284
640	0.4357897156
641	0.4357746409
642	0.4357481781
643	0.435715512
644	0.4357023598
645	0.4356822109
646	0.4356525238
647	0.4356097808
648	0.4355944551
649	0.4355833229
650	0.4355698682
651	0.4355362752
652	0.4355029602
653	0.4354945204
654	0.4354782373
655	0.4354675096
656	0.4354586975
657	0.4354520985
658	0.4354197747
659	0.4353897779
660	0.435384461
661	0.4353633842
662	0.4353309693
663	0.4353053919
664	0.4352895544
665	0.4352613452
666	0.4352279477
667	0.4352205376
668	0.4351908304
669	0.4351557897
670	0.4351231602
671	0.435092976
672	0.4350564545
673	0.4350303976
674	0.4350012883
675	0.4349910387
676	0.4349727102
677	0.4349494026
678	0.4349415718
679	0.4349213425
680	0.4349138867
681	0.434884527
682	0.4348695811
683	0.4348409988
684	0.4348214892
685	0.4347998275
686	0.4347693755
687	0.4347379965
688	0.4347254445
689	0.4347070794
690	0.4346753496
691	0.4346558294
692	0.4346253972
693	0.4345940821
694	0.4345639814
695	0.4345408558
696	0.4345076029
697	0.4344886187
698	0.4344609078
699	0.4344256901
700	0.4343995986
701	0.4343697335
702	0.4343500625
703	0.4343197775
704	0.4343010371
705	0.4342727866
706	0.4342468407
707	0.4342265506
708	0.4342023128
709	0.4341579819
710	0.4341327656
711	0.4341078897
712	0.4340974191
713	0.4340738497
714	0.4340375131
715	0.4340133168
716	0.4339914312
717	0.4339605742
718	0.4339459252
719	0.4339168087
720	0.4339051615
721	0.4338751537
722	0.4338393776
723	0.4338213219
724	0.4337877415
725	0.433780805
726	0.4337536872
727	0.4337484091
728	0.4336969949
729	0.4336829602
730	0.4336600117
731	0.4336278128
732	0.4335844234
733	0.4335452947
734	0.4335332743
735	0.433515688
736	0.4334878485
737	0.4334550805
738	0.4334287978
739	0.433408246
740	0.4334016658
741	0.433385748
742	0.4333416143
743	0.4333096919
744	0.4332712824
745	0.4332456545
746	0.4332149395
747	0.4331771425
748	0.4331396156
749	0.4331073746
750	0.4330679816
751	0.4330252338
752	0.4329873894
753	0.4329754608
754	0.4329490826
755	0.4329298301
756	0.4329243026
757	0.432898045
758	0.4328682603
759	0.4328387751
760	0.4327992914
761	0.4327875452
762	0.4327807992
763	0.4327541725
764	0.4327295859
765	0.4326952068
766	0.4326527063
767	0.4326247915
768	0.4326072249
769	0.4325773466
770	0.4325426379
771	0.4325145928
772	0.4325014992
773	0.4324916433
774	0.4324863519
775	0.4324735671
776	0.4324506647
777	0.4324245846
778	0.4324182082
779	0.4323921509
780	0.4323556881
781	0.4323461926
782	0.4323118769
783	0.432284199
784	0.4322398049
785	0.4322093727
786	0.4321962552
787	0.4321623313
788	0.4321233294
789	0.432108806
790	0.4320779743
791	0.4320531686
792	0.4320302306
793	0.4320242921
794	0.4319831782
795	0.4319546018
796	0.4319401109
797	0.4319321851
798	0.4319029633
799	0.4318612919
800	0.4318335131
801	0.4317991145
802	0.4317831432
803	0.43175213
804	0.4317164842
805	0.4316768138
806	0.4316522096
807	0.4316136601
808	0.4315864465
809	0.4315628602
810	0.4315284739
811	0.4314915289
812	0.4314579473
813	0.4314180152
814	0.4313940615
815	0.4313561618
816	0.4313303429
817	0.4312950896
818	0.4312905736
819	0.4312531724
820	0.431229331
821	0.4311964053
822	0.4311761856
823	0.4311461173
824	0.431107111
825	0.4310752526
826	0.4310377766
827	0.43100783
828	0.4309714241
829	0.4309465176
830	0.4309146454
831	0.4308749449
832	0.4308408346
833	0.4308096252
834	0.4307841822
835	0.4307537776
836	0.4307293687
837	0.4307229516
838	0.4306843882
839	0.4306531206
840	0.4306199501
841	0.4305890484
842	0.4305750057
843	0.4305687817
844	0.4305399629
845	0.4305037414
846	0.4304602006
847	0.4304223569
848	0.4304113228
849	0.4304003036
850	0.4303986916
851	0.4303713918
852	0.4303429762
853	0.4303032414
854	0.4302933456
855	0.4302556504
856	0.4302254544
857	0.4302080969
858	0.4301844359
859	0.4301549082
860	0.4301205344
861	0.4301136837
862	0.4301027852
863	0.4300743692
864	0.4300462154
865	0.4300415998
866	0.4299975819
867	0.4299680253
868	0.4299524484
869	0.4299154335
870	0.4298915201
871	0.4298536188
872	0.4298159277
873	0.4297890931
874	0.429772868
875	0.4297447975
876	0.4297415051
877	0.4297087679
878	0.4296715684
879	0.4296285193
880	0.4296035946
881	0.4295758485
882	0.4295543041
883	0.4295320786
884	0.4295022168
885	0.4294674627
886	0.4294399408
887	0.4293993259
888	0.4293737387
889	0.4293456339
890	0.4293119415
891	0.4292827337
892	0.4292459108
893	0.4292154737
894	0.4291895279
895	0.4291636686
896	0.4291294103
897	0.4290992546
898	0.429060558
899	0.4290205209
900	0.4289958155
901	0.4289582702
902	0.4289348062
903	0.4288973623
904	0.4288605104
905	0.4288398092
906	0.4288051672
907	0.4287779532
908	0.4287486913
909	0.4287188051
910	0.4286849184
911	0.4286598155
912	0.4286366378
913	0.4285970262
914	0.4285610627
915	0.4285314298
916	0.4284898451
917	0.4284570864
918	0.428430358
919	0.4284023884
920	0.4283741603
921	0.4283625324
922	0.4283353501
923	0.4282943587
924	0.4282753256
925	0.4282488573
926	0.4282228463
927	0.4281972741
928	0.4281687843
929	0.4281393288
930	0.4281222254
931	0.4280932602
932	0.4280629995
933	0.4280309346
934	0.4279977267
935	0.4279694754
936	0.4279375226
937	0.4279118691
938	0.4278787573
939	0.4278488987
940	0.4278445379
941	0.4278325933
942	0.4278061209
943	0.4277772227
944	0.4277598905
945	0.4277451281
946	0.4277189683
947	0.4277022855
948	0.4276718275
949	0.4276411659
950	0.4276151556
951	0.4275847946
952	0.4275422175
953	0.4275008471
954	0.4274885027
955	0.4274774864
956	0.4274568162
957	0.4274502351
958	0.4274383991
959	0.4274117518
960	0.4273977267
961	0.4273646119
962	0.4273391413
963	0.4273104865
964	0.4272858528
965	0.4272520721
966	0.4272422637
967	0.4272075054
968	0.4271732435
969	0.4271479998
970	0.4271269562
971	0.4270886861
972	0.4270642635
973	0.427028438
974	0.4269951454
975	0.4269617951
976	0.4269264006
977	0.4269112252
978	0.4268731695
979	0.4268417614
980	0.4268131561
981	0.4267888305
982	0.4267750259
983	0.4267331916
984	0.4267122443
985	0.4266963896
986	0.4266844728
987	0.4266470613
988	0.4266400053
989	0.4266266149
990	0.4265974878
991	0.4265685403
992	0.4265630025
993	0.4265360056
994	0.4265089386
995	0.4264964197
996	0.4264755319
997	0.4264390635
998	0.4264153866
999	0.4263998359
